cmc_rank,name,symbol,market_pair_count,circulating_supply,total_supply,max_supply,is_active,last_updated,date_added,price,volume_24h,market_cap,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,fully_dillutted_market_cap,market_cap_by_total_supply,dominance,ytd_price_change_percentage
1760,Shield Protocol,USD,11,244498.7784161,1000000.0,1000000.0,True,2023-09-04 15:00:00+00:00,2021-02-13 00:00:00+00:00,0.5607311475237773,4364.83917697,137098.0805894215,2.8707912,-4.34447881,-4.89971512,-46.70180846,-57.90786554,-65.17032707,560731.15,560731.1475237773,0.0,520.691
1761,Kangal,USD,7,100000000000.0,100000000000.0,100000000000.0,True,2023-09-04 15:00:00+00:00,2021-02-22 00:00:00+00:00,1.370848169334331e-06,193.23281568,137084.8169334331,-0.20510933,4.19468,10.4347188,-14.45265462,-18.10679801,-29.96252869,137084.82,137084.8169334331,0.0,-52.8773
1763,hiMFERS,USD,1,215510000.0,215510000.0,inf,True,2023-09-04 15:00:00+00:00,2023-01-16 02:24:39+00:00,0.0006357427400022,102800.96031308,137008.9178978918,0.91980109,-2.93034135,-3.18397331,-48.92737532,-76.67641813,-67.28626516,137008.92,137008.9178978918,0.0,0.0
1764,Tidal Finance,USD,13,865226228.9131721,19838000001.0,inf,True,2023-09-04 15:00:00+00:00,2021-03-22 00:00:00+00:00,0.0001578527258942,36510.95293278,136578.31874918076,0.41878072,-1.47142778,5.75436578,-7.20234201,-9.03995303,-11.48153703,3131482.38,3131482.376448768,0.0,-23.3108
1765,APYSwap,USD,29,18191036.0,100000000.0,100000000.0,True,2023-09-04 15:00:00+00:00,2021-02-09 00:00:00+00:00,0.0074881967537746,20191.35435698,136218.05672299775,-0.21902215,-1.68811412,3.4173062,-1.96721149,-1.18103618,-16.53815038,748819.68,748819.6753774647,0.0,-25.5398
1769,Silva Token,USD,6,1669960531442310.0,2000000000000000.0,2000000000000000.0,True,2023-09-04 15:00:00+00:00,2021-11-01 01:22:38+00:00,7.8572100208443e-11,25.41951447,131212.30622062992,-0.20510933,0.36385135,3.94922706,-10.16644536,-6.13909729,-18.46739497,157144.2,157144.200416886,0.0,-80.53
1770,Creaticles,USD,8,78052634.0,1000000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2021-12-03 15:23:45+00:00,0.0016693244902575,14562.10188787,130295.17346531028,-0.0920976,-1.50493858,-2.09768674,-14.35375918,-22.91618357,-83.48809992,1669324.49,1669324.4902575647,0.0,0.5927
1772,MicroPets,USD,17,5007120231351.257,10000000000000.0,10000000000000.0,True,2023-09-04 15:00:00+00:00,2021-10-21 10:46:37+00:00,2.5780389770554132e-08,2175.5136359,129085.5111922626,-0.88128118,-3.66121894,-2.87603253,7.13484785,13.57485032,-3.60049663,257803.9,257803.8977055413,0.0,-49.6883
1773,Pacoca,USD,13,331082966.56,344886030.67,inf,True,2023-09-04 15:00:00+00:00,2021-06-19 00:00:00+00:00,0.0003851458273411,2163.87872501,127515.2230743278,-0.10608869,-6.02606812,-3.90393117,-18.05268779,-46.96502328,-57.04383688,132831.42,132831.41562081728,0.0,-81.8788
1774,hiMEEBITS,USD,1,73345000.0,73345000.0,inf,True,2023-09-04 15:00:00+00:00,2022-11-07 04:39:49+00:00,0.0017352977934653,99476.27344025,127275.416661716,-2.33878732,-0.83021792,2.85674766,-13.23696175,-46.88243249,-54.51011424,127275.42,127275.416661716,0.0,-71.132
1775,Chain of Legends,USD,9,59206613.0,800942371.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2022-06-07 07:23:50+00:00,0.0021252295694173,3444.52210108,125827.64465264692,-0.52416371,4.42974337,-5.50533844,-4.46583821,-35.2440188,-49.05146221,2125229.57,1702186.410248404,0.0,-77.1976
1777,Fortuna Sittard Fan Token,USD,1,195008.0,1000000.0,1000000.0,True,2023-09-04 15:00:00+00:00,2021-04-30 00:00:00+00:00,0.6395870601244519,24998.80980243,124724.59342074912,-0.85678005,-0.67573922,10.49461057,16.99650178,26.26855146,-7.71684422,639587.06,639587.0601244519,0.0,113.8007
1778,Blockzero Labs,USD,17,36592410.47115547,100000000.0,inf,True,2023-09-04 15:00:00+00:00,2020-05-15 00:00:00+00:00,0.003398624710704,0.0,124363.87045149364,-0.03227251,-0.03046161,-14.98913505,-23.28179261,-59.60766541,-70.23444785,339862.47,339862.4710704024,0.0,-42.1079
1779,Wonderman Nation,USD,3,14215495.0,500000000.0,inf,True,2023-09-04 15:00:00+00:00,2022-05-06 13:05:24+00:00,0.0087164727874526,9510.72681355,123908.97532766956,-0.03227251,0.19935342,-1.78924982,-4.4358918,-3.17698246,-20.48450903,4358236.39,4358236.393726337,0.0,-56.0769
1780,hiUNDEAD,USD,1,760805000.0,760805000.0,inf,True,2023-09-04 15:00:00+00:00,2023-02-11 06:59:14+00:00,0.0001624342692615,102485.02447427,123580.80422556352,-2.90044401,-12.04629134,-2.79858181,-33.58119527,-71.68447742,-68.55664684,123580.8,123580.80422556352,0.0,0.0
1781,Spume Protocol,USD,7,49344599.65388271,100000000.0,100000000.0,True,2023-09-04 15:00:00+00:00,2022-04-11 07:49:46+00:00,0.0024990798140222,231366.56425225,123316.09292602964,0.1275158,-8.49673603,-13.65162298,-46.13219097,-68.34190975,-74.25374481,249907.98,249907.9814022292,0.0,-88.0374
1784,Argon,USD,12,99634506.11558338,99999999.0,100000000.0,True,2023-09-04 15:00:00+00:00,2021-02-10 00:00:00+00:00,0.0012229688664171,35641.84236933,121849.89900021252,-0.2578642,-1.90030387,-0.58676702,13.34824603,23.22567666,7.68039549,122296.89,122296.88541875106,0.0,52.6569
1785,Finxflo,USD,7,90515024.46832894,150000000.0,150000000.0,True,2023-09-04 15:00:00+00:00,2021-02-09 00:00:00+00:00,0.0013409303118584,19500.4951927,121374.339988192,0.90707281,-0.33576699,-5.18481849,-6.04696285,-10.40413105,-59.34865698,201139.55,201139.5467787682,0.0,-25.605
1787,EVRYNET,USD,9,40389133.0,1000000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2021-08-28 12:34:59+00:00,0.0029941416356448,112415.67460897,120930.78474289872,-0.19963455,0.9955009,3.96536909,24.31760156,-5.28875658,-32.80529159,2994141.64,2994141.635644883,0.0,-73.6518
1788,Rune Shards,USD,12,181305039.94809407,192999312.8868264,192999312.0,True,2023-09-04 15:00:00+00:00,2021-11-03 14:05:14+00:00,0.0006665058908402,0.0,120840.87716443358,0.0,-0.00641486,1.48878817,-4.10494873,-16.31602103,-23.63164333,128635.18,128635.17896719254,0.0,-37.3248
1791,hiCLONEX,USD,1,50715000.0,50715000.0,inf,True,2023-09-04 15:00:00+00:00,2022-12-12 04:12:03+00:00,0.0023810364884991,98705.90067332,120754.26551423255,-1.35744536,-2.24653512,18.11127785,-10.19718663,-59.19813915,-65.13975312,120754.27,120754.26551423255,0.0,-68.7432
1793,Metaverse VR,USD,6,33779566.15298251,50000000.0,50000000.0,True,2023-09-04 15:00:00+00:00,2022-02-05 03:38:07+00:00,0.003553562013692,54135.35673335,120037.78312023472,-0.97930587,-1.68970706,-11.48980806,-17.33540682,-39.78326574,-59.32356565,177678.1,177678.1006846001,0.0,-83.0
1795,ShredN,USD,4,210000.0,100000000.0,100000000.0,True,2023-09-04 15:00:00+00:00,2023-08-11 03:27:21+00:00,0.5685349273017978,267367.72269648,119392.33473337752,-0.15690984,-0.30128598,-1.00197418,-28.31768982,-28.31768982,-28.31768982,56853492.73,56853492.73017978,0.0,0.0
1796,Crabada,USD,19,355983565.0,1000000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2021-11-13 14:35:04+00:00,0.000334153797582,17478.82063745,118953.26012154028,-0.05978157,-1.48222666,-9.44316653,-56.27959197,-61.23025074,-63.0602717,334153.8,334153.79758203245,0.0,-91.997
1797,Creo Engine,USD,5,100341851.69,998425260.47,1000000000.0,True,2023-09-04 15:00:00+00:00,2022-01-07 16:05:23+00:00,0.0011837509491894,146417.27426989,118779.76218146684,0.0954653,-0.77883401,-4.83911843,-19.67148722,-32.76389106,-50.20568537,1183750.95,1181886.8497761094,0.0,-50.655
1799,Levante U.D. Fan Token,USD,2,286008.0,2000000.0,inf,True,2023-09-04 15:00:00+00:00,2021-09-01 07:03:39+00:00,0.413885481179231,15245.57522579,118374.5587011095,-0.40488771,-0.21333577,-12.7099629,7.09473333,26.79152851,9.90436718,827770.96,827770.962358462,0.0,4.9101
1800,Lead Wallet,USD,11,505310846.0,964310845.9547056,977371361.0,True,2023-09-04 15:00:00+00:00,2020-09-08 00:00:00+00:00,0.0002340723643454,0.0,118279.30445264456,0.0,0.0,-15.34351598,-26.8138649,-18.20036068,1.11944501,228775.63,225718.51967662663,0.0,-6.405
1801,Planet Inverse,USD,8,33435498.36560896,46424301.73645009,90000000.0,True,2023-09-04 15:00:00+00:00,2021-03-09 00:00:00+00:00,0.0035108497800841,0.0,117387.012083903,0.0,0.0,-2.05277362,-35.34322345,-47.03739621,-52.73111312,315976.48,162988.74954197716,0.0,14.2618
1802,Ares Protocol,USD,9,231179221.78937343,1000000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2021-03-06 00:00:00+00:00,0.0005073301853512,13187.23127916,117284.19743976764,0.029638,0.24614783,2.03377174,-17.17548828,-26.61052267,-38.40860081,507330.19,507330.1853512807,0.0,-62.5693
1803,e-Money,USD,9,19760286.0,102993397.0,inf,True,2023-09-04 15:00:00+00:00,2021-01-18 00:00:00+00:00,0.0058827752875034,39923.88067646,116245.32215479996,-0.03498721,-0.35924418,-6.10610167,-14.88601336,-30.49303613,-50.5047009,605887.01,605887.0106476297,0.0,-89.3708
1804,SakeToken,USD,14,101862352.09335797,136278605.52495152,inf,True,2023-09-04 15:00:00+00:00,2020-09-11 00:00:00+00:00,0.0011362837320751,41287.36947349,115744.5335945924,-0.55052695,-3.3557863,-8.57135066,12.75911266,-6.00534152,-11.42715369,154851.16,154851.16248788725,0.0,-38.1652
1805,DinoSwap,USD,22,155456395.07625023,160454123.30081597,inf,True,2023-09-04 15:00:00+00:00,2021-07-07 00:00:00+00:00,0.00074353589708,31.27586775,115587.41016984826,-0.14385943,0.49324041,0.4706982,-17.46573691,-32.10341251,-34.42882381,119303.4,119303.40050866296,0.0,10.9211
1806,BitBall,USD,13,606692575.3291503,999999999.0,inf,True,2023-09-04 15:00:00+00:00,2019-01-10 00:00:00+00:00,0.0001881521053897,60974.33671366,114150.48537250406,-0.02438143,-1.05716147,-42.28097833,-44.10871182,-42.96809942,-42.54141249,188152.11,188152.10520158955,0.0,-67.9181
1807,Step®,USD,9,981505922.7,981505922.7,1000000000.0,True,2023-09-04 15:00:00+00:00,2022-01-08 02:10:08+00:00,0.0001160063676643,83.89651893,113860.9369334532,-0.20510933,0.21607333,-2.10233574,-33.98866932,-0.94030134,-3.56867384,116006.37,113860.9369334532,0.0,-66.9699
1808,CoTrader,USD,8,20000000000.0,20000000000.0,inf,True,2023-09-04 15:00:00+00:00,2019-03-07 00:00:00+00:00,5.676303436937108e-06,107.33073445,113526.06873874216,-0.53248025,-2.24138343,1.19532994,-44.17211213,-35.00448749,-27.34148926,113526.07,113526.06873874216,0.0,-18.9507
1809,Playcent,USD,6,36645236.21591526,60000000.0,60000000.0,True,2023-09-04 15:00:00+00:00,2021-03-06 00:00:00+00:00,0.003087538559573,20790.81529968,113143.57984130252,-2.08258886,3.00421207,7.56075382,-26.60515406,-4.31441667,-27.59834185,185252.31,185252.31357438525,0.0,-39.3617
1811,AquariusCoin,USD,2,4380342.57980382,4380342.57980382,inf,True,2023-09-04 15:00:00+00:00,2016-05-04 00:00:00+00:00,0.0256890194504308,0.0,112526.70573213095,-0.15524109,-0.27146041,-0.30296707,-23.16956069,-16.80281769,-12.59907233,112526.71,112526.70573213095,0.0,5.0027
1812,Ninneko,USD,7,64904273.0,200000000.0,200000000.0,True,2023-09-04 15:00:00+00:00,2021-10-26 01:11:56+00:00,0.00173173026933,589.64701434,112396.69416295792,-0.10573121,0.62129598,4.04494695,-13.92183726,-17.63331858,-37.65682683,346346.05,346346.0538660002,0.0,-55.294
1813,UREEQA,USD,5,27700089.0,100000000.0,100000000.0,True,2023-09-04 15:00:00+00:00,2021-03-31 00:00:00+00:00,0.0040389753965165,0.0,111879.97795231896,0.0,0.0,-35.65085521,-68.99595015,-73.55962277,-69.33754294,403897.54,403897.5396516558,0.0,-68.4082
1814,Hashgard,USD,7,10000000000.0,10000000000.0,inf,True,2023-09-04 15:00:00+00:00,2018-07-17 00:00:00+00:00,1.113884944439454e-05,18681.20348495,111388.4944439454,0.09218179,0.85890288,5.26612318,-3.49733152,-13.27267605,-16.69174317,111388.49,111388.4944439454,0.0,-40.4711
1815,hiRENGA,USD,1,284850000.0,284850000.0,inf,True,2023-09-04 15:00:00+00:00,2023-02-08 09:59:11+00:00,0.0003858438642152,127456.68451406,109907.62472170588,-1.56239078,-3.04461854,4.05642578,-34.97955108,-77.37609547,-74.91715564,109907.62,109907.62472170588,0.0,0.0
1817,Bitcoin Green,USD,2,11941077.0,11941077.0,21000000.0,True,2023-09-04 15:00:00+00:00,2018-03-22 00:00:00+00:00,0.009102611074124,7.10735161,108694.97973716824,-0.12636525,-0.27100694,-1.02120746,-28.92715851,-30.30292796,-29.55767045,191154.83,108694.97973716824,0.0,-37.425
1818,The Unfettered,USD,3,94635119.44444788,3000000000.0,inf,True,2023-09-04 15:00:00+00:00,2023-05-23 12:10:48+00:00,0.0011456647140995,44404.92616793,108420.11706210396,-6.48374232,-8.9060047,-18.05397924,-37.15415967,-53.55925971,-68.90091783,3436994.14,3436994.14229877,0.0,0.0
1819,My Master War,USD,14,60123601.55968685,100000000.0,100000000.0,True,2023-09-04 15:00:00+00:00,2021-09-17 09:28:46+00:00,0.0018019840860106,18800.50836298,108341.77320420233,-0.21041061,-4.15526268,-12.16857637,-13.36659505,-13.88444458,-10.55112417,180198.41,180198.40860106752,0.0,-54.9275
1820,Cyclub,USD,3,1314294423.1274152,3300000000.0,3300000003.0,True,2023-09-04 15:00:00+00:00,2020-09-18 00:00:00+00:00,8.225671395406887e-05,3466.08145621,108109.54041461975,-0.06870389,-2.15873794,-0.87857576,1.40050947,-25.24176916,12.32156653,271447.16,271447.1560484273,0.0,-58.7449
1821,ZENZO,USD,4,29667005.76693402,83000000.0,83000000.0,True,2023-09-04 15:00:00+00:00,2019-08-26 00:00:00+00:00,0.0036203554856366,38.31524734,107405.10707073356,-0.12636533,-0.27100714,-1.02119626,-11.01988389,-42.16781802,-18.13717896,300489.51,300489.5053078415,0.0,8.8823
1822,hiMOONBIRDS,USD,1,45985000.0,45985000.0,inf,True,2023-09-04 15:00:00+00:00,2023-01-06 09:50:35+00:00,0.0022990696572409,102859.46527915,105722.71818822542,-0.89406326,-0.46323017,-0.42017348,-33.29508349,-93.19586646,-98.02300315,105722.72,105722.71818822542,0.0,0.0
1823,Xiotri,USD,1,4418.0,5000.0,5000.0,True,2023-09-04 15:00:00+00:00,2020-08-21 00:00:00+00:00,23.88872987296406,0.0,105540.40857875522,0.0,0.0,0.0,0.0,0.0,0.0,119443.65,119443.6493648203,0.0,-78.6376
1825,TriumphX,USD,6,5122191387.0,9999982296.0,10000000000.0,True,2023-09-04 15:00:00+00:00,2020-08-31 00:00:00+00:00,2.049170781453897e-05,1465.20624643,104962.44927255213,-6.25167367,-14.85768438,14.28439448,105.11761825,-77.64988689,-91.28949467,204917.08,204916.71536019456,0.0,-93.0821
1826,Lightning,USD,6,64269692.0,100000000.0,100000000.0,True,2023-09-04 15:00:00+00:00,2021-03-15 00:00:00+00:00,0.0016241620396249,47.51996557,104384.39404478508,-0.20510933,0.42828881,-1.11015487,-25.22284699,-24.30964876,-42.46560576,162416.2,162416.2039624915,0.0,-90.5782
1827,hiFRIENDS,USD,1,178000000.0,178000000.0,inf,True,2023-09-04 15:00:00+00:00,2023-02-17 08:36:10+00:00,0.0005817645828322,102378.93652299,103554.09574414532,-3.19264991,-1.55284037,-2.82564392,-31.57063207,-70.81764583,-95.05475715,103554.1,103554.09574414532,0.0,0.0
1828,Xeno Token,USD,5,1183558942.0,2100000000.0,2100000000.0,True,2023-09-04 15:00:00+00:00,2021-02-02 00:00:00+00:00,8.696480877389709e-05,161838.87824478,102927.97706366597,-0.03227251,-4.42472703,-16.33546097,-28.05792063,-52.23030123,-67.43479583,182626.1,182626.09842518388,0.0,-98.9458
1832,ZumCoin,USD,4,988819491.218842,988819491.218842,10000000000.0,True,2023-09-04 15:00:00+00:00,2018-12-28 00:00:00+00:00,0.000103438728161,0.0,102282.2305525306,-0.12636533,-0.27100714,-1.02120842,-11.01988389,-14.25759485,-0.59514588,1034387.28,102282.2305525306,0.0,522.1848
1833,Global Currency Reserve,USD,12,107024221.63874948,107024221.63874948,inf,True,2023-09-04 15:00:00+00:00,2015-08-26 00:00:00+00:00,0.0009547964808925,2.95677036,102186.3501909437,-0.27316222,10.86818072,31.30267314,-81.86741973,-99.93864691,-99.90214241,102186.35,102186.3501909437,0.0,474.3109
1835,hiOD,USD,1,100466000.0,100466000.0,inf,True,2023-09-04 15:00:00+00:00,2022-11-16 09:46:04+00:00,0.0010105910536828,103587.94382544,101530.04079930352,1.37148696,0.06851813,4.67176283,-49.03878797,-73.21546509,-67.83163164,101530.04,101530.04079930352,0.0,-44.4254
1839,Forest Knight,USD,10,12385871.0,100000000.0,100000000.0,True,2023-09-04 15:00:00+00:00,2021-08-19 00:00:00+00:00,0.0079963085118548,12064.1703968,99041.24570403589,-0.25177485,-0.37718246,-0.12867324,-8.52418261,-10.94085614,2.28191636,799630.85,799630.8511854828,0.0,-49.8027
1841,ETHA Lend,USD,25,9359425.15545538,30000000.0,30000000.0,True,2023-09-04 15:00:00+00:00,2021-03-07 00:00:00+00:00,0.0105082863340531,96635.92772903,98351.5194556646,-0.13920575,-0.22788848,1.13157733,-0.06775199,-23.56666038,-35.00157481,315248.59,315248.5900215931,0.0,-36.6999
1843,x42 Protocol,USD,3,20166886.0,20167050.0,42000000.0,True,2023-09-04 15:00:00+00:00,2019-09-20 00:00:00+00:00,0.0048357605415289,189.64019578,97522.23156431252,-0.12636533,-4.362453,-3.09406269,-11.01988389,-35.86468095,-35.67921204,203101.94,97523.02462904132,0.0,32.2143
1844,FreedomCoin,USD,3,6604387.318691,18000000.0,18000000.0,True,2023-09-04 15:00:00+00:00,2016-03-01 00:00:00+00:00,0.0146396928954026,0.00148065,96686.20210792783,-0.52519493,0.46016875,-2.61234158,-13.17497392,-33.2111144,-32.2612681,263514.47,263514.4721172473,0.0,-73.9379
1847,Formation Fi,USD,23,79753014.899008,1000000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2021-06-11 00:00:00+00:00,0.0012011648785431,56092.1985693,95796.52045462016,12.39461043,16.00587302,12.68901845,30.93976492,3.23325311,5.98081634,1201164.88,1201164.87854319,0.0,-40.9638
1850,Jetcoin,USD,5,72768025.12559809,80000000.0,inf,True,2023-09-04 15:00:00+00:00,2017-07-07 00:00:00+00:00,0.001292984102013,52234.60453574,94087.89962228722,-0.12636533,-0.27100714,-1.02120842,76.89601692,19.79512351,93.87252018,103438.73,103438.72816104698,0.0,-88.2313
1852,Zero,USD,7,12947729.4,12947729.4,17000000.0,True,2023-09-04 15:00:00+00:00,2017-03-20 00:00:00+00:00,0.0072407109712732,5.85238594,93750.76631965772,-0.12636533,3.42265926,15.47525685,24.57216256,-42.83839657,54.62977307,123092.09,93750.76631965772,0.0,-47.45
1854,Ritocoin,USD,4,1795455304.6947718,1808083164.0,inf,True,2023-09-04 15:00:00+00:00,2020-04-27 00:00:00+00:00,5.1719364080523485e-05,5.36109617,92859.80659381612,-0.12636533,-0.27100714,-34.01413894,-11.01988389,-42.83839657,-0.59514588,93512.91,93512.91144678084,0.0,211.0924
1856,hiVALHALLA,USD,2,321973000.0,321973000.0,0.0,True,2023-09-04 15:00:00+00:00,2023-01-31 17:22:46+00:00,0.0002848847183972,103722.45352165,91725.18743651747,-0.38181002,-0.72711344,-11.75342739,-56.9889113,-73.13148693,-82.23123876,91725.19,91725.18743651747,0.0,0.0
1857,MetaverseX,USD,7,2750000.0,20000000.0,20000000.0,True,2023-09-04 15:00:00+00:00,2021-10-21 03:32:26+00:00,0.0327713516902674,14217.9660319,90121.2171482356,-1.27386155,-2.13199818,-7.0216627,-15.19343527,-37.91962771,-45.71533877,655427.03,655427.0338053498,0.0,-59.9422
1858,Alpha Token,USD,4,34731758.9006077,278273649.09200984,inf,True,2023-09-04 15:00:00+00:00,2019-04-16 00:00:00+00:00,0.0025576811693304,6.16852693,88832.76571780963,-0.1443005,-24.03964437,-24.63858612,439.54843406,-49.13756448,-42.94220316,711735.27,711735.2722035035,0.0,-11.2773
1861,Wolf Safe Poor People,USD,17,1.3503541024289604e+16,1.3503550076494914e+16,1.3243743916945228e+16,True,2023-09-04 15:00:00+00:00,2021-07-11 00:00:00+00:00,6.424461214806e-12,8.60219978,86752.97557309024,-0.20510937,0.45913181,-6.74004316,-13.89897616,-28.99505465,-24.24884721,85083.92,86753.03372863217,0.0,-56.5273
1862,CryptoTycoon,USD,11,260793.54781034,816535.67596717,1000000.0,True,2023-09-04 15:00:00+00:00,2021-04-30 00:00:00+00:00,0.330511428083492,37140.18177137,86195.24792175593,-0.62707858,13.8864416,7.87966461,125.44222243,139.5198307,87.61775201,330511.43,269874.37234502885,0.0,41.4648
1867,Polinate,USD,6,154294330.0,1000000000.0,inf,True,2023-09-04 15:00:00+00:00,2021-08-27 22:30:07+00:00,0.000538785318227,13380.39664794,83131.51968968639,-0.24700332,2.21779017,-2.53263951,29.11988746,120.03925876,-29.58327251,538785.32,538785.318227095,0.0,-35.9154
1868,Phore,USD,4,30535896.99135259,30535896.99135259,inf,True,2023-09-04 15:00:00+00:00,2017-11-07 00:00:00+00:00,0.0027152666142274,0.0,82913.10163610913,-0.12636533,-4.80414318,-5.5202444,-15.06443462,-43.73154662,-34.76556448,82913.1,82913.10163610913,0.0,-9.2647
1870,Qrkita Token,USD,19,99966493120.15308,100000000000.0,100000000000.0,True,2023-09-04 15:00:00+00:00,2021-10-08 08:41:39+00:00,8.049689738212834e-07,136.15905112,80469.92538344201,-0.20410163,-64.99785186,-15.47848488,-34.47345179,-28.95482271,-11.92556746,80496.9,80496.89738212834,0.0,152.1134
1871,Internxt,USD,11,1119294.0,1119294.0,1119294.0,True,2023-09-04 15:00:00+00:00,2017-10-07 00:00:00+00:00,0.071631319251525,239616.310411,80176.50585031646,-4.27336746,4.24502272,-4.4699468,-8.71299199,-47.22078616,-79.10838802,80176.51,80176.50585031646,0.0,-85.9103
1873,Safex Cash,USD,4,260548165.37,265548165.37,1000000000.0,True,2023-09-04 15:00:00+00:00,2019-11-04 00:00:00+00:00,0.0002998786509444,0.02598799,78132.83233721298,-0.03227251,-0.03046161,0.01278229,0.05737476,-40.04079189,-70.12007208,299878.65,79632.22559193535,0.0,-77.3003
1874,Shadows,USD,10,26500000.0,39500000.0,inf,True,2023-09-04 15:00:00+00:00,2021-03-03 00:00:00+00:00,0.0029375156897565,18794.44099699,77844.165778548,-0.14851934,-3.49055455,5.17240757,-19.92344343,-35.01455698,-45.26420851,116031.87,116031.86974538286,0.0,-74.466
